asset, class, price, date-time, flags, quantity
SiZ5,SPBFUT,64247.407177362,2015-10-14T9-17-23.572,1026,1
SiZ5,SPBFUT,64227.92574189,2015-10-14T9-17-23.617,1,1
SiZ5,SPBFUT,64212.340593512,2015-10-14T9-17-25.643,1,1
SiZ5,SPBFUT,64237.67247481,2015-10-14T9-28-33.571,2,1
SiZ5,SPBFUT,64220.137979848,2015-10-14T9-28-33.665,1,1
SiZ5,SPBFUT,64206.110383878,2015-10-14T9-49-40.796,1,1
SiZ5,SPBFUT,64194.888307102,2015-10-14T9-49-40.891,1,2
SiZ5,SPBFUT,64195.910645682,2015-10-14T9-49-42.948,2,1
SiZ5,SPBFUT,64224.528516546,2015-10-14T9-49-42.948,2,4
SiZ5,SPBFUT,64247.422813236,2015-10-14T9-55-51.313,2,9
SiZ5,SPBFUT,64265.738250589,2015-10-14T9-57-29.769,1,1
SiZ5,SPBFUT,64253.790600471,2015-10-14T10-0-0.066,1,1
SiZ5,SPBFUT,64247.632480377,2015-10-14T10-0-3.556,2,1
SiZ5,SPBFUT,64228.105984302,2015-10-14T10-0-4.882,1,33
SiZ5,SPBFUT,64227.084787441,2015-10-14T10-0-6.943,2,1
SiZ5,SPBFUT,64227.667829953,2015-10-14T10-0-6.943,2,4
SiZ5,SPBFUT,64212.134263962,2015-10-14T10-0-13.622,1,4
SiZ5,SPBFUT,64211.90741117,2015-10-14T10-0-17.382,2,1
SiZ5,SPBFUT,64205.525928936,2015-10-14T10-0-20.366,2,1
SiZ5,SPBFUT,64200.420743149,2015-10-14T10-0-20.366,2,1
SiZ5,SPBFUT,64196.336594519,2015-10-14T10-0-20.366,2,1
SiZ5,SPBFUT,64198.869275615,2015-10-14T10-0-26.422,2,1
SiZ5,SPBFUT,64200.895420492,2015-10-14T10-0-29.753,2,1
SiZ5,SPBFUT,64202.516336394,2015-10-14T10-0-30.287,2,2
SiZ5,SPBFUT,64203.813069115,2015-10-14T10-0-30.465,2,1
SiZ5,SPBFUT,64204.050455292,2015-10-14T10-0-30.951,2,1
SiZ5,SPBFUT,64211.040364234,2015-10-14T10-0-39.042,2,1
SiZ5,SPBFUT,64214.832291387,2015-10-14T10-0-42.452,2,1
SiZ5,SPBFUT,64219.26583311,2015-10-14T10-0-46.349,1,5
SiZ5,SPBFUT,64222.012666488,2015-10-14T10-0-46.349,1,6
SiZ5,SPBFUT,64240.01013319,2015-10-14T10-0-47.857,2,1
SiZ5,SPBFUT,64254.408106552,2015-10-14T10-0-50.41,2,2
SiZ5,SPBFUT,64262.326485242,2015-10-14T10-0-51.299,2,2
SiZ5,SPBFUT,64272.261188193,2015-10-14T10-0-51.299,2,13
SiZ5,SPBFUT,64285.808950555,2015-10-14T10-0-51.299,2,10
SiZ5,SPBFUT,64299.447160444,2015-10-14T10-0-51.299,2,1
SiZ5,SPBFUT,64312.357728355,2015-10-14T10-0-51.299,2,1
SiZ5,SPBFUT,64325.086182684,2015-10-14T10-0-51.299,2,5
SiZ5,SPBFUT,64336.468946147,2015-10-14T10-0-51.299,2,1
SiZ5,SPBFUT,64345.775156918,2015-10-14T10-0-51.299,2,8
SiZ5,SPBFUT,64353.820125534,2015-10-14T10-0-51.299,2,1
SiZ5,SPBFUT,64325.056100427,2015-10-14T10-0-51.346,1,3
SiZ5,SPBFUT,64337.244880342,2015-10-14T10-0-51.347,2,4
SiZ5,SPBFUT,64347.595904274,2015-10-14T10-0-51.347,2,5
SiZ5,SPBFUT,64356.076723419,2015-10-14T10-0-51.347,2,1
SiZ5,SPBFUT,64337.661378735,2015-10-14T10-0-53.691,1,3
SiZ5,SPBFUT,64322.329102988,2015-10-14T10-0-53.691,1,2
SiZ5,SPBFUT,64302.26328239,2015-10-14T10-0-53.691,1,2
SiZ5,SPBFUT,64278.010625912,2015-10-14T10-0-54.051,1,5
SiZ5,SPBFUT,64284.40850073,2015-10-14T10-0-54.306,2,3
SiZ5,SPBFUT,64295.526800584,2015-10-14T10-0-58.221,2,75
SiZ5,SPBFUT,64276.221440467,2015-10-14T10-0-59.157,1,2
SiZ5,SPBFUT,64257.177152374,2015-10-14T10-0-59.157,1,20
SiZ5,SPBFUT,64240.341721899,2015-10-14T10-0-59.157,1,5
SiZ5,SPBFUT,64259.273377519,2015-10-14T10-0-59.772,2,1
SiZ5,SPBFUT,64275.418702015,2015-10-14T10-0-59.772,2,1
SiZ5,SPBFUT,64260.334961612,2015-10-14T10-1-5.98,2,1
SiZ5,SPBFUT,64258.26796929,2015-10-14T10-1-12.861,2,1
SiZ5,SPBFUT,64266.614375432,2015-10-14T10-1-13.973,2,1
SiZ5,SPBFUT,64277.891500345,2015-10-14T10-1-14.051,2,3
SiZ5,SPBFUT,64294.913200276,2015-10-14T10-1-14.051,2,3
SiZ5,SPBFUT,64309.130560221,2015-10-14T10-1-14.051,2,2
SiZ5,SPBFUT,64325.304448177,2015-10-14T10-1-14.051,2,2
SiZ5,SPBFUT,64338.243558542,2015-10-14T10-1-14.132,2,1
SiZ5,SPBFUT,64336.794846833,2015-10-14T10-1-19.514,2,10
SiZ5,SPBFUT,64332.035877467,2015-10-14T10-1-20.789,2,1
SiZ5,SPBFUT,64331.428701973,2015-10-14T10-1-20.95,2,1
SiZ5,SPBFUT,64326.942961579,2015-10-14T10-1-22.719,2,22
SiZ5,SPBFUT,64322.954369263,2015-10-14T10-1-24.834,1,2
SiZ5,SPBFUT,64328.36349541,2015-10-14T10-1-27.685,2,1
SiZ5,SPBFUT,64340.290796328,2015-10-14T10-1-27.685,2,1
SiZ5,SPBFUT,64338.032637063,2015-10-14T10-1-28.968,2,1
SiZ5,SPBFUT,64336.22610965,2015-10-14T10-1-28.968,2,15
SiZ5,SPBFUT,64331.38088772,2015-10-14T10-1-30.783,1,2
SiZ5,SPBFUT,64326.504710176,2015-10-14T10-1-30.783,1,2
SiZ5,SPBFUT,64321.203768141,2015-10-14T10-1-30.783,1,8
SiZ5,SPBFUT,64311.563014513,2015-10-14T10-1-30.783,1,6
SiZ5,SPBFUT,64301.25041161,2015-10-14T10-1-30.783,1,3
SiZ5,SPBFUT,64291.000329288,2015-10-14T10-1-30.783,1,200
SiZ5,SPBFUT,64278.00026343,2015-10-14T10-1-30.783,1,25
SiZ5,SPBFUT,64262.600210744,2015-10-14T10-1-30.783,1,24
SiZ5,SPBFUT,64275.280168596,2015-10-14T10-1-31.575,2,5
