asset, class, date-time, unix-time-stamp, price, flags, quantity
SiZ5,SPBFUT,2015-10-27T9-0-2.039,1445925602,63953,1026,1
SiZ5,SPBFUT,2015-10-27T9-13-10.017,1445926390,63872,1,1
SiZ5,SPBFUT,2015-10-27T9-13-10.017,1445926390,63871,1,1
SiZ5,SPBFUT,2015-10-27T9-13-10.017,1445926390,63870,1,1
SiZ5,SPBFUT,2015-10-27T9-13-10.017,1445926390,63865,1,12
SiZ5,SPBFUT,2015-10-27T9-13-10.157,1445926390,63865,1,1
SiZ5,SPBFUT,2015-10-27T9-14-18.496,1445926458,63952,2,1
SiZ5,SPBFUT,2015-10-27T9-17-35.967,1445926655,63953,2,1
SiZ5,SPBFUT,2015-10-27T9-18-16.569,1445926696,63866,1,1
SiZ5,SPBFUT,2015-10-27T9-18-16.569,1445926696,63865,1,13
SiZ5,SPBFUT,2015-10-27T9-18-16.569,1445926696,63864,1,1
SiZ5,SPBFUT,2015-10-27T9-18-16.569,1445926696,63864,1,5
SiZ5,SPBFUT,2015-10-27T9-23-46.718,1445927026,63955,2,1
SiZ5,SPBFUT,2015-10-27T9-24-19.382,1445927059,63956,2,1
SiZ5,SPBFUT,2015-10-27T9-24-41.409,1445927081,63958,2,2
SiZ5,SPBFUT,2015-10-27T9-31-35.764,1445927495,63864,1,1
SiZ5,SPBFUT,2015-10-27T9-31-43.104,1445927503,63957,2,1
SiZ5,SPBFUT,2015-10-27T9-31-50.744,1445927510,63865,1,1
SiZ5,SPBFUT,2015-10-27T9-31-53.026,1445927513,63957,2,1
SiZ5,SPBFUT,2015-10-27T9-32-1.756,1445927521,63958,2,1
SiZ5,SPBFUT,2015-10-27T9-32-4.088,1445927524,63865,1,1
SiZ5,SPBFUT,2015-10-27T9-32-10.572,1445927530,63957,2,1
SiZ5,SPBFUT,2015-10-27T9-32-12.549,1445927532,63865,1,1
SiZ5,SPBFUT,2015-10-27T9-32-15.949,1445927535,63865,1,1
SiZ5,SPBFUT,2015-10-27T9-32-17.854,1445927537,63957,2,1
SiZ5,SPBFUT,2015-10-27T9-48-4.81,1445928484,63958,2,2
SiZ5,SPBFUT,2015-10-27T9-48-4.81,1445928484,63959,2,2
SiZ5,SPBFUT,2015-10-27T9-48-4.81,1445928484,63960,2,5
SiZ5,SPBFUT,2015-10-27T9-48-4.81,1445928484,63963,2,5
SiZ5,SPBFUT,2015-10-27T9-48-4.81,1445928484,63964,2,1
SiZ5,SPBFUT,2015-10-27T9-48-4.81,1445928484,63966,2,25
