asset, class, price, date-time, flags, quantity
SiZ5,SPBFUT,12598.4,2015-10-19T9-0-13.569,1026,1
SiZ5,SPBFUT,22508.92,2015-10-19T9-28-51.948,1,1
SiZ5,SPBFUT,30608.936,2015-10-19T9-28-51.996,2,1
SiZ5,SPBFUT,37092.1488,2015-10-19T9-28-54.019,2,1
SiZ5,SPBFUT,42282.71904,2015-10-19T9-36-56.043,2,1
SiZ5,SPBFUT,46256.375232,2015-10-19T9-59-51.313,1,1
SiZ5,SPBFUT,49521.3001856,2015-10-19T10-0-4.62,2,13
SiZ5,SPBFUT,52133.24014848,2015-10-19T10-0-4.705,2,1
SiZ5,SPBFUT,54270.192118784,2015-10-19T10-0-22.19,2,1
SiZ5,SPBFUT,56014.153695027,2015-10-19T10-0-22.19,2,4
SiZ5,SPBFUT,57420.322956022,2015-10-19T10-0-22.19,2,2
SiZ5,SPBFUT,58403.458364817,2015-10-19T10-0-25.097,2,1
SiZ5,SPBFUT,59331.766691854,2015-10-19T10-0-25.25,2,3
SiZ5,SPBFUT,60074.413353483,2015-10-19T10-0-25.567,2,2
SiZ5,SPBFUT,60679.530682787,2015-10-19T10-0-25.567,2,1
SiZ5,SPBFUT,61163.624546229,2015-10-19T10-0-25.599,2,2
SiZ5,SPBFUT,61671.299636983,2015-10-19T10-0-25.599,2,13
SiZ5,SPBFUT,61789.639709587,2015-10-19T10-0-25.601,1,7
SiZ5,SPBFUT,61879.711767669,2015-10-19T10-0-25.601,1,11
SiZ5,SPBFUT,62244.169414135,2015-10-19T10-0-25.636,2,1
SiZ5,SPBFUT,62243.335531308,2015-10-19T10-0-25.636,1,10
SiZ5,SPBFUT,62242.668425047,2015-10-19T10-0-25.636,1,3
SiZ5,SPBFUT,62534.534740037,2015-10-19T10-0-25.636,2,1
SiZ5,SPBFUT,62768.02779203,2015-10-19T10-0-25.637,2,1
SiZ5,SPBFUT,62665.022233624,2015-10-19T10-0-25.747,1,1
SiZ5,SPBFUT,62620.817786899,2015-10-19T10-0-29.514,2,2
SiZ5,SPBFUT,62585.454229519,2015-10-19T10-0-29.61,2,10
SiZ5,SPBFUT,62525.563383615,2015-10-19T10-0-30.278,1,1
SiZ5,SPBFUT,62470.450706892,2015-10-19T10-0-33.705,1,5
SiZ5,SPBFUT,62419.760565514,2015-10-19T10-0-33.705,1,1
SiZ5,SPBFUT,62370.008452411,2015-10-19T10-0-33.705,1,4
SiZ5,SPBFUT,62364.006761929,2015-10-19T10-0-34.115,2,2
SiZ5,SPBFUT,62407.005409543,2015-10-19T10-0-34.115,2,13
SiZ5,SPBFUT,62441.404327634,2015-10-19T10-0-36.354,2,30
SiZ5,SPBFUT,62414.523462108,2015-10-19T10-0-37.617,2,2
SiZ5,SPBFUT,62447.418769686,2015-10-19T10-0-37.617,2,1
SiZ5,SPBFUT,62397.935015749,2015-10-19T10-0-41.312,1,1
SiZ5,SPBFUT,62369.948012599,2015-10-19T10-0-42.124,2,10
SiZ5,SPBFUT,62344.158410079,2015-10-19T10-0-43.6,1,2
SiZ5,SPBFUT,62326.926728063,2015-10-19T10-0-44.116,2,10
SiZ5,SPBFUT,62314.741382451,2015-10-19T10-0-46.211,2,3
SiZ5,SPBFUT,62304.993105961,2015-10-19T10-0-46.365,2,1
SiZ5,SPBFUT,62292.194484768,2015-10-19T10-0-48.568,1,3
SiZ5,SPBFUT,62291.155587815,2015-10-19T10-0-49.057,2,10
SiZ5,SPBFUT,62291.724470252,2015-10-19T10-0-53.563,2,12
SiZ5,SPBFUT,62287.579576201,2015-10-19T10-0-53.727,1,1
SiZ5,SPBFUT,62282.263660961,2015-10-19T10-0-53.727,1,1
