asset, class, date-time, unix-time-stamp, price, flags, quantity
RIZ5,SPBFUT,2015-10-26T9-8-21.16,1445839701,87550,1025,2
RIZ5,SPBFUT,2015-10-26T9-16-12.365,1445840172,87570,2,1
RIZ5,SPBFUT,2015-10-26T9-17-25.667,1445840245,87560,1,1
RIZ5,SPBFUT,2015-10-26T9-18-14.603,1445840294,87570,2,1
RIZ5,SPBFUT,2015-10-26T9-21-23.822,1445840483,87560,1,1
RIZ5,SPBFUT,2015-10-26T9-21-23.822,1445840483,87550,1,4
RIZ5,SPBFUT,2015-10-26T9-22-56.731,1445840576,87550,1,1
RIZ5,SPBFUT,2015-10-26T9-33-20.334,1445841200,87550,1,2
RIZ5,SPBFUT,2015-10-26T9-33-20.364,1445841200,87560,2,2
RIZ5,SPBFUT,2015-10-26T9-33-20.396,1445841200,87550,1,1
RIZ5,SPBFUT,2015-10-26T9-42-26.489,1445841746,87550,2,1
RIZ5,SPBFUT,2015-10-26T9-42-26.489,1445841746,87560,2,1
RIZ5,SPBFUT,2015-10-26T9-42-26.489,1445841746,87580,2,1
RIZ5,SPBFUT,2015-10-26T9-44-44.905,1445841884,87580,2,1
RIZ5,SPBFUT,2015-10-26T9-49-30.337,1445842170,87580,2,2
RIZ5,SPBFUT,2015-10-26T9-49-30.337,1445842170,87580,2,3
RIZ5,SPBFUT,2015-10-26T9-49-30.337,1445842170,87590,2,1
RIZ5,SPBFUT,2015-10-26T9-50-9.346,1445842209,87590,2,1
RIZ5,SPBFUT,2015-10-26T9-50-9.346,1445842209,87590,2,1
RIZ5,SPBFUT,2015-10-26T9-50-23.606,1445842223,87430,1,2
RIZ5,SPBFUT,2015-10-26T9-50-24.429,1445842224,87420,1,1
RIZ5,SPBFUT,2015-10-26T9-50-24.435,1445842224,87420,1,4
RIZ5,SPBFUT,2015-10-26T9-51-55.498,1445842315,87420,1,1
RIZ5,SPBFUT,2015-10-26T9-54-30.436,1445842470,87420,1,6
RIZ5,SPBFUT,2015-10-26T9-55-28.261,1445842528,87580,2,1
RIZ5,SPBFUT,2015-10-26T9-55-28.458,1445842528,87430,1,1
RIZ5,SPBFUT,2015-10-26T9-55-28.479,1445842528,87580,2,1
RIZ5,SPBFUT,2015-10-26T9-55-32.17,1445842532,87580,2,1
RIZ5,SPBFUT,2015-10-26T9-56-25.387,1445842585,87590,2,1
RIZ5,SPBFUT,2015-10-26T9-57-25.926,1445842645,87470,1,1
RIZ5,SPBFUT,2015-10-26T9-58-33.436,1445842713,87590,2,1
RIZ5,SPBFUT,2015-10-26T9-58-48.626,1445842728,87470,1,1
RIZ5,SPBFUT,2015-10-26T9-59-22.888,1445842762,87600,2,1
RIZ5,SPBFUT,2015-10-26T9-59-58.072,1445842798,87600,2,1
RIZ5,SPBFUT,2015-10-26T9-59-58.072,1445842798,87610,2,2
RIZ5,SPBFUT,2015-10-26T9-59-58.072,1445842798,87630,2,1
RIZ5,SPBFUT,2015-10-26T9-59-58.072,1445842798,87640,2,1
RIZ5,SPBFUT,2015-10-26T9-59-58.072,1445842798,87640,2,1
RIZ5,SPBFUT,2015-10-26T9-59-58.097,1445842798,87640,2,1
RIZ5,SPBFUT,2015-10-26T10-0-0.201,1445842800,87640,2,2
RIZ5,SPBFUT,2015-10-26T10-0-0.201,1445842800,87640,2,1
RIZ5,SPBFUT,2015-10-26T10-0-0.524,1445842800,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-0.723,1445842800,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-0.827,1445842800,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-0.827,1445842800,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-0.827,1445842800,87650,2,3
RIZ5,SPBFUT,2015-10-26T10-0-1.166,1445842801,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-2.461,1445842802,87650,2,2
RIZ5,SPBFUT,2015-10-26T10-0-2.579,1445842802,87650,2,2
RIZ5,SPBFUT,2015-10-26T10-0-2.579,1445842802,87650,2,5
RIZ5,SPBFUT,2015-10-26T10-0-2.579,1445842802,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-2.579,1445842802,87660,2,2
RIZ5,SPBFUT,2015-10-26T10-0-2.86,1445842802,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-3.415,1445842803,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-3.415,1445842803,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-3.567,1445842803,87660,2,5
RIZ5,SPBFUT,2015-10-26T10-0-3.872,1445842803,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-4.105,1445842804,87660,2,2
RIZ5,SPBFUT,2015-10-26T10-0-4.11,1445842804,87660,2,8
RIZ5,SPBFUT,2015-10-26T10-0-4.117,1445842804,87660,2,5
RIZ5,SPBFUT,2015-10-26T10-0-4.412,1445842804,87650,2,2
RIZ5,SPBFUT,2015-10-26T10-0-4.447,1445842804,87660,2,2
RIZ5,SPBFUT,2015-10-26T10-0-4.472,1445842804,87650,1,2
RIZ5,SPBFUT,2015-10-26T10-0-4.605,1445842804,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-4.607,1445842804,87660,2,2
RIZ5,SPBFUT,2015-10-26T10-0-5.156,1445842805,87650,2,2
RIZ5,SPBFUT,2015-10-26T10-0-5.156,1445842805,87660,2,3
RIZ5,SPBFUT,2015-10-26T10-0-6.787,1445842806,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-7.16,1445842807,87660,2,2
RIZ5,SPBFUT,2015-10-26T10-0-7.28,1445842807,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-7.636,1445842807,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-8.582,1445842808,87660,2,6
RIZ5,SPBFUT,2015-10-26T10-0-9.197,1445842809,87660,2,7
RIZ5,SPBFUT,2015-10-26T10-0-9.609,1445842809,87630,1,2
RIZ5,SPBFUT,2015-10-26T10-0-9.609,1445842809,87620,1,1
RIZ5,SPBFUT,2015-10-26T10-0-9.937,1445842809,87650,2,2
RIZ5,SPBFUT,2015-10-26T10-0-9.937,1445842809,87660,2,53
RIZ5,SPBFUT,2015-10-26T10-0-10.111,1445842810,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-10.111,1445842810,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-10.111,1445842810,87670,2,2
RIZ5,SPBFUT,2015-10-26T10-0-10.154,1445842810,87670,2,1
RIZ5,SPBFUT,2015-10-26T10-0-13.506,1445842813,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-15.575,1445842815,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-15.649,1445842815,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-17.052,1445842817,87670,2,1
RIZ5,SPBFUT,2015-10-26T10-0-17.428,1445842817,87670,2,1
RIZ5,SPBFUT,2015-10-26T10-0-18.954,1445842818,87540,1,2
RIZ5,SPBFUT,2015-10-26T10-0-18.954,1445842818,87530,1,1
RIZ5,SPBFUT,2015-10-26T10-0-19.773,1445842819,87590,2,1
RIZ5,SPBFUT,2015-10-26T10-0-19.955,1445842819,87500,1,1
RIZ5,SPBFUT,2015-10-26T10-0-19.978,1445842819,87500,1,1
RIZ5,SPBFUT,2015-10-26T10-0-19.978,1445842819,87470,1,1
RIZ5,SPBFUT,2015-10-26T10-0-19.978,1445842819,87460,1,1
RIZ5,SPBFUT,2015-10-26T10-0-19.978,1445842819,87450,1,2
RIZ5,SPBFUT,2015-10-26T10-0-19.978,1445842819,87420,1,5
RIZ5,SPBFUT,2015-10-26T10-0-20.014,1445842820,87420,1,1
RIZ5,SPBFUT,2015-10-26T10-0-21.33,1445842821,87650,2,1
RIZ5,SPBFUT,2015-10-26T10-0-23.442,1445842823,87570,2,1
RIZ5,SPBFUT,2015-10-26T10-0-24.292,1445842824,87530,1,1
RIZ5,SPBFUT,2015-10-26T10-0-24.849,1445842824,87530,1,1
RIZ5,SPBFUT,2015-10-26T10-0-26.523,1445842826,87550,2,1
RIZ5,SPBFUT,2015-10-26T10-0-26.523,1445842826,87560,2,1
RIZ5,SPBFUT,2015-10-26T10-0-28.086,1445842828,87630,2,1
RIZ5,SPBFUT,2015-10-26T10-0-28.086,1445842828,87660,2,1
RIZ5,SPBFUT,2015-10-26T10-0-31.22,1445842831,87540,1,2
RIZ5,SPBFUT,2015-10-26T10-0-31.383,1445842831,87570,2,2
RIZ5,SPBFUT,2015-10-26T10-0-31.383,1445842831,87580,2,1
RIZ5,SPBFUT,2015-10-26T10-0-34.293,1445842834,87540,1,1
RIZ5,SPBFUT,2015-10-26T10-0-36.051,1445842836,87540,1,1
RIZ5,SPBFUT,2015-10-26T10-0-37.393,1445842837,87570,2,2
RIZ5,SPBFUT,2015-10-26T10-0-37.393,1445842837,87580,2,3
RIZ5,SPBFUT,2015-10-26T10-0-42.264,1445842842,87560,1,2
RIZ5,SPBFUT,2015-10-26T10-0-42.423,1445842842,87550,1,1
RIZ5,SPBFUT,2015-10-26T10-0-42.522,1445842842,87550,1,2
RIZ5,SPBFUT,2015-10-26T10-0-42.705,1445842842,87570,2,1
RIZ5,SPBFUT,2015-10-26T10-0-42.815,1445842842,87570,2,1
RIZ5,SPBFUT,2015-10-26T10-0-42.894,1445842842,87550,2,1
RIZ5,SPBFUT,2015-10-26T10-0-42.894,1445842842,87580,2,9
RIZ5,SPBFUT,2015-10-26T10-0-43.282,1445842843,87580,2,1
RIZ5,SPBFUT,2015-10-26T10-0-43.732,1445842843,87550,2,1
RIZ5,SPBFUT,2015-10-26T10-0-45.47,1445842845,87550,2,2
RIZ5,SPBFUT,2015-10-26T10-0-45.977,1445842845,87580,2,1
RIZ5,SPBFUT,2015-10-26T10-0-46.213,1445842846,87580,2,1
RIZ5,SPBFUT,2015-10-26T10-0-46.418,1445842846,87540,1,1
RIZ5,SPBFUT,2015-10-26T10-0-47.992,1445842847,87540,1,1
RIZ5,SPBFUT,2015-10-26T10-0-48.85,1445842848,87530,1,1
RIZ5,SPBFUT,2015-10-26T10-0-49.614,1445842849,87510,1,1
