asset, class, date-time, unix-time-stamp, price, flags, quantity
SiZ5,SPBFUT,2015-10-28T9-0-21.384,1446012021,65771,1025,1
SiZ5,SPBFUT,2015-10-28T9-0-45.414,1446012045,65771,1,1
SiZ5,SPBFUT,2015-10-28T9-3-26.674,1446012206,65771,1,1
SiZ5,SPBFUT,2015-10-28T9-3-26.674,1446012206,65771,1,4
SiZ5,SPBFUT,2015-10-28T9-44-7.056,1446014647,65770,1,1
SiZ5,SPBFUT,2015-10-28T9-44-8.14,1446014648,65883,2,1
SiZ5,SPBFUT,2015-10-28T9-44-48.571,1446014688,65882,2,2
SiZ5,SPBFUT,2015-10-28T9-44-48.571,1446014688,65882,2,6
SiZ5,SPBFUT,2015-10-28T9-44-48.645,1446014688,65885,2,1
SiZ5,SPBFUT,2015-10-28T9-52-4.767,1446015124,65771,1,2
SiZ5,SPBFUT,2015-10-28T9-52-4.804,1446015124,65771,1,1
SiZ5,SPBFUT,2015-10-28T9-54-29.403,1446015269,65772,1,2
SiZ5,SPBFUT,2015-10-28T9-54-29.443,1446015269,65773,2,1
SiZ5,SPBFUT,2015-10-28T9-54-33.568,1446015273,65886,2,1
SiZ5,SPBFUT,2015-10-28T9-55-28.441,1446015328,65887,2,2
SiZ5,SPBFUT,2015-10-28T9-55-28.483,1446015328,65886,1,1
SiZ5,SPBFUT,2015-10-28T9-55-28.498,1446015328,65771,1,1
SiZ5,SPBFUT,2015-10-28T9-55-28.498,1446015328,65886,2,1
SiZ5,SPBFUT,2015-10-28T9-55-28.498,1446015328,65887,2,1
SiZ5,SPBFUT,2015-10-28T9-55-39.511,1446015339,65771,1,2
SiZ5,SPBFUT,2015-10-28T9-55-39.595,1446015339,65771,2,2
SiZ5,SPBFUT,2015-10-28T9-55-39.701,1446015339,65771,1,2
SiZ5,SPBFUT,2015-10-28T9-55-39.765,1446015339,65771,2,2
SiZ5,SPBFUT,2015-10-28T9-55-39.818,1446015339,65771,1,2
SiZ5,SPBFUT,2015-10-28T9-55-43.428,1446015343,65771,2,2
SiZ5,SPBFUT,2015-10-28T9-55-43.494,1446015343,65771,1,2
SiZ5,SPBFUT,2015-10-28T9-56-4.027,1446015364,65771,1,2
SiZ5,SPBFUT,2015-10-28T9-56-4.089,1446015364,65772,2,1
SiZ5,SPBFUT,2015-10-28T9-57-19.5,1446015439,65771,1,2
SiZ5,SPBFUT,2015-10-28T9-57-19.5,1446015439,65770,1,1
SiZ5,SPBFUT,2015-10-28T9-57-19.5,1446015439,65765,1,1
SiZ5,SPBFUT,2015-10-28T9-57-19.5,1446015439,65759,1,6
SiZ5,SPBFUT,2015-10-28T9-58-32.592,1446015512,65759,1,1
SiZ5,SPBFUT,2015-10-28T10-0-1.492,1446015601,65879,2,2
SiZ5,SPBFUT,2015-10-28T10-0-1.492,1446015601,65880,2,2
SiZ5,SPBFUT,2015-10-28T10-0-1.492,1446015601,65880,2,2
SiZ5,SPBFUT,2015-10-28T10-0-1.492,1446015601,65887,2,12
SiZ5,SPBFUT,2015-10-28T10-0-2.169,1446015602,65949,2,1
SiZ5,SPBFUT,2015-10-28T10-0-4.8,1446015604,65921,1,2
SiZ5,SPBFUT,2015-10-28T10-0-4.8,1446015604,65920,1,3
SiZ5,SPBFUT,2015-10-28T10-0-4.8,1446015604,65910,1,2
SiZ5,SPBFUT,2015-10-28T10-0-4.905,1446015604,65910,1,2
SiZ5,SPBFUT,2015-10-28T10-0-12.907,1446015612,65842,1,1
SiZ5,SPBFUT,2015-10-28T10-0-15.043,1446015615,65948,2,1
SiZ5,SPBFUT,2015-10-28T10-0-28.154,1446015628,65861,1,42
SiZ5,SPBFUT,2015-10-28T10-0-33.207,1446015633,65844,2,2
SiZ5,SPBFUT,2015-10-28T10-0-33.207,1446015633,65844,2,13
SiZ5,SPBFUT,2015-10-28T10-0-34.998,1446015634,65820,1,2
SiZ5,SPBFUT,2015-10-28T10-0-34.998,1446015634,65820,1,8
SiZ5,SPBFUT,2015-10-28T10-0-35.114,1446015635,65820,1,10
SiZ5,SPBFUT,2015-10-28T10-0-39.856,1446015639,65788,1,1
SiZ5,SPBFUT,2015-10-28T10-0-44.068,1446015644,65808,2,1
SiZ5,SPBFUT,2015-10-28T10-0-48.049,1446015648,65841,2,18
SiZ5,SPBFUT,2015-10-28T10-0-51.547,1446015651,65814,2,1
SiZ5,SPBFUT,2015-10-28T10-0-53.36,1446015653,65813,1,1
SiZ5,SPBFUT,2015-10-28T10-0-53.36,1446015653,65803,1,1
SiZ5,SPBFUT,2015-10-28T10-0-56.732,1446015656,65823,2,2
SiZ5,SPBFUT,2015-10-28T10-0-57.39,1446015657,65823,2,2
SiZ5,SPBFUT,2015-10-28T10-1-5.41,1446015665,65825,1,1
SiZ5,SPBFUT,2015-10-28T10-1-6.23,1446015666,65811,1,1
SiZ5,SPBFUT,2015-10-28T10-1-7.216,1446015667,65806,1,1
SiZ5,SPBFUT,2015-10-28T10-1-7.216,1446015667,65805,1,10
SiZ5,SPBFUT,2015-10-28T10-1-7.216,1446015667,65800,1,1
SiZ5,SPBFUT,2015-10-28T10-1-7.216,1446015667,65800,1,88
SiZ5,SPBFUT,2015-10-28T10-1-9.542,1446015669,65801,1,5
SiZ5,SPBFUT,2015-10-28T10-1-12.604,1446015672,65808,1,3
SiZ5,SPBFUT,2015-10-28T10-1-12.921,1446015672,65835,2,2
SiZ5,SPBFUT,2015-10-28T10-1-18.081,1446015678,65807,1,1
SiZ5,SPBFUT,2015-10-28T10-1-18.081,1446015678,65804,1,1
SiZ5,SPBFUT,2015-10-28T10-1-18.081,1446015678,65803,1,2
SiZ5,SPBFUT,2015-10-28T10-1-18.081,1446015678,65802,1,2
SiZ5,SPBFUT,2015-10-28T10-1-18.404,1446015678,65821,1,15
SiZ5,SPBFUT,2015-10-28T10-1-18.732,1446015678,65821,1,1
SiZ5,SPBFUT,2015-10-28T10-1-18.892,1446015678,65821,1,2
SiZ5,SPBFUT,2015-10-28T10-1-19.034,1446015679,65822,2,2
SiZ5,SPBFUT,2015-10-28T10-1-19.034,1446015679,65823,2,10
SiZ5,SPBFUT,2015-10-28T10-1-19.034,1446015679,65823,2,2
SiZ5,SPBFUT,2015-10-28T10-1-20.273,1446015680,65821,1,1
SiZ5,SPBFUT,2015-10-28T10-1-20.799,1446015680,65822,1,1
SiZ5,SPBFUT,2015-10-28T10-1-21.926,1446015681,65827,1,1
SiZ5,SPBFUT,2015-10-28T10-1-22.319,1446015682,65828,1,1
SiZ5,SPBFUT,2015-10-28T10-1-23.932,1446015683,65843,2,2
