asset, class, date-time, unix-time-stamp, price, flags, quantity
RIZ5,SPBFUT,2015-10-28T9-20-43.287,1446013243,82990,1026,8
RIZ5,SPBFUT,2015-10-28T9-48-59.938,1446014939,82920,1,1
RIZ5,SPBFUT,2015-10-28T9-49-6.109,1446014946,82990,2,1
RIZ5,SPBFUT,2015-10-28T9-49-49.845,1446014989,82990,2,1
RIZ5,SPBFUT,2015-10-28T9-49-49.845,1446014989,82990,2,1
RIZ5,SPBFUT,2015-10-28T9-52-23.707,1446015143,83090,2,1
RIZ5,SPBFUT,2015-10-28T9-52-23.832,1446015143,83090,1,2
RIZ5,SPBFUT,2015-10-28T9-52-26.476,1446015146,83180,2,1
RIZ5,SPBFUT,2015-10-28T9-52-26.476,1446015146,83190,2,1
RIZ5,SPBFUT,2015-10-28T9-53-10.083,1446015190,83190,2,2
RIZ5,SPBFUT,2015-10-28T9-53-10.083,1446015190,83200,2,2
RIZ5,SPBFUT,2015-10-28T9-53-10.083,1446015190,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-53-10.117,1446015190,83100,1,1
RIZ5,SPBFUT,2015-10-28T9-53-10.721,1446015190,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-53-10.73,1446015190,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-53-10.73,1446015190,83200,2,3
RIZ5,SPBFUT,2015-10-28T9-53-10.73,1446015190,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-53-10.739,1446015190,83090,1,1
RIZ5,SPBFUT,2015-10-28T9-53-10.83,1446015190,83090,1,1
RIZ5,SPBFUT,2015-10-28T9-53-44.926,1446015224,83090,1,1
RIZ5,SPBFUT,2015-10-28T9-53-44.926,1446015224,82920,1,1
RIZ5,SPBFUT,2015-10-28T9-53-44.948,1446015224,83200,2,2
RIZ5,SPBFUT,2015-10-28T9-56-7.045,1446015367,83200,2,6
RIZ5,SPBFUT,2015-10-28T9-56-33.342,1446015393,82920,1,1
RIZ5,SPBFUT,2015-10-28T9-56-33.342,1446015393,82920,1,1
RIZ5,SPBFUT,2015-10-28T9-57-25.076,1446015445,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-57-25.111,1446015445,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-57-29.336,1446015449,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-57-31.214,1446015451,82920,1,1
RIZ5,SPBFUT,2015-10-28T9-57-33.794,1446015453,83200,2,1
RIZ5,SPBFUT,2015-10-28T9-59-56.382,1446015596,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-1.827,1446015601,83220,2,1
RIZ5,SPBFUT,2015-10-28T10-0-1.896,1446015601,83220,2,1
RIZ5,SPBFUT,2015-10-28T10-0-2.137,1446015602,83230,2,1
RIZ5,SPBFUT,2015-10-28T10-0-2.184,1446015602,83230,2,2
RIZ5,SPBFUT,2015-10-28T10-0-2.412,1446015602,83230,2,2
RIZ5,SPBFUT,2015-10-28T10-0-4.814,1446015604,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-4.814,1446015604,82920,1,2
RIZ5,SPBFUT,2015-10-28T10-0-4.94,1446015604,83230,2,1
RIZ5,SPBFUT,2015-10-28T10-0-5.586,1446015605,83170,1,1
RIZ5,SPBFUT,2015-10-28T10-0-5.586,1446015605,82920,1,1
RIZ5,SPBFUT,2015-10-28T10-0-6.784,1446015606,83230,2,1
RIZ5,SPBFUT,2015-10-28T10-0-6.989,1446015606,83240,2,1
RIZ5,SPBFUT,2015-10-28T10-0-6.989,1446015606,83240,2,2
RIZ5,SPBFUT,2015-10-28T10-0-6.989,1446015606,83240,2,4
RIZ5,SPBFUT,2015-10-28T10-0-6.989,1446015606,83240,2,2
RIZ5,SPBFUT,2015-10-28T10-0-6.989,1446015606,83240,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.161,1446015607,83240,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.252,1446015607,83240,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83240,2,7
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83240,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83250,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83250,2,4
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83260,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83270,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83270,2,3
RIZ5,SPBFUT,2015-10-28T10-0-7.555,1446015607,83280,2,22
RIZ5,SPBFUT,2015-10-28T10-0-7.592,1446015607,83280,2,2
RIZ5,SPBFUT,2015-10-28T10-0-7.592,1446015607,83280,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.598,1446015607,83290,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.643,1446015607,83290,2,2
RIZ5,SPBFUT,2015-10-28T10-0-7.822,1446015607,83290,2,5
RIZ5,SPBFUT,2015-10-28T10-0-7.911,1446015607,83290,2,11
RIZ5,SPBFUT,2015-10-28T10-0-7.911,1446015607,83290,2,9
RIZ5,SPBFUT,2015-10-28T10-0-7.911,1446015607,83290,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.911,1446015607,83300,2,9
RIZ5,SPBFUT,2015-10-28T10-0-7.911,1446015607,83300,2,10
RIZ5,SPBFUT,2015-10-28T10-0-7.959,1446015607,83300,2,7
RIZ5,SPBFUT,2015-10-28T10-0-7.959,1446015607,83300,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.959,1446015607,83300,2,1
RIZ5,SPBFUT,2015-10-28T10-0-7.959,1446015607,83300,2,2
RIZ5,SPBFUT,2015-10-28T10-0-7.959,1446015607,83300,2,4
RIZ5,SPBFUT,2015-10-28T10-0-8.187,1446015608,83290,1,1
RIZ5,SPBFUT,2015-10-28T10-0-8.317,1446015608,83300,2,1
RIZ5,SPBFUT,2015-10-28T10-0-8.474,1446015608,83280,2,1
RIZ5,SPBFUT,2015-10-28T10-0-8.474,1446015608,83290,2,1
RIZ5,SPBFUT,2015-10-28T10-0-8.474,1446015608,83300,2,1
RIZ5,SPBFUT,2015-10-28T10-0-8.972,1446015608,83300,2,1
RIZ5,SPBFUT,2015-10-28T10-0-9.918,1446015609,83300,2,3
RIZ5,SPBFUT,2015-10-28T10-0-10.944,1446015610,83250,1,1
RIZ5,SPBFUT,2015-10-28T10-0-11.09,1446015611,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-12.868,1446015612,83300,2,3
RIZ5,SPBFUT,2015-10-28T10-0-12.924,1446015612,83300,2,3
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83300,2,9
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83300,2,4
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83300,2,1
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83300,2,10
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83300,2,3
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83300,2,1
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83310,2,3
RIZ5,SPBFUT,2015-10-28T10-0-12.97,1446015612,83310,2,1
RIZ5,SPBFUT,2015-10-28T10-0-13.059,1446015613,83220,1,1
RIZ5,SPBFUT,2015-10-28T10-0-13.531,1446015613,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-16.713,1446015616,83040,1,1
RIZ5,SPBFUT,2015-10-28T10-0-17.034,1446015617,83040,1,1
RIZ5,SPBFUT,2015-10-28T10-0-17.352,1446015617,83270,2,10
RIZ5,SPBFUT,2015-10-28T10-0-17.352,1446015617,83310,2,3
RIZ5,SPBFUT,2015-10-28T10-0-17.352,1446015617,83310,2,1
RIZ5,SPBFUT,2015-10-28T10-0-17.352,1446015617,83320,2,1
RIZ5,SPBFUT,2015-10-28T10-0-17.352,1446015617,83320,2,1
RIZ5,SPBFUT,2015-10-28T10-0-17.352,1446015617,83320,2,5
RIZ5,SPBFUT,2015-10-28T10-0-17.352,1446015617,83320,2,1
RIZ5,SPBFUT,2015-10-28T10-0-17.555,1446015617,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-17.706,1446015617,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-17.911,1446015617,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-18.988,1446015618,83320,2,8
RIZ5,SPBFUT,2015-10-28T10-0-20.636,1446015620,83100,1,1
RIZ5,SPBFUT,2015-10-28T10-0-20.636,1446015620,83000,1,8
RIZ5,SPBFUT,2015-10-28T10-0-20.636,1446015620,83000,1,1
RIZ5,SPBFUT,2015-10-28T10-0-21.336,1446015621,83170,1,1
RIZ5,SPBFUT,2015-10-28T10-0-21.658,1446015621,83230,2,1
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83280,2,1
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83320,2,1
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83320,2,1
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83330,2,1
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83340,2,1
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83340,2,3
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83350,2,1
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83350,2,2
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83350,2,10
RIZ5,SPBFUT,2015-10-28T10-0-21.834,1446015621,83350,2,1
RIZ5,SPBFUT,2015-10-28T10-0-22.655,1446015622,83290,2,1
RIZ5,SPBFUT,2015-10-28T10-0-22.9,1446015622,83220,1,1
RIZ5,SPBFUT,2015-10-28T10-0-23.655,1446015623,83150,1,1
RIZ5,SPBFUT,2015-10-28T10-0-23.861,1446015623,83150,1,2
RIZ5,SPBFUT,2015-10-28T10-0-24.207,1446015624,83150,1,7
RIZ5,SPBFUT,2015-10-28T10-0-25.811,1446015625,83120,1,1
RIZ5,SPBFUT,2015-10-28T10-0-25.811,1446015625,83110,1,1
RIZ5,SPBFUT,2015-10-28T10-0-27.765,1446015627,83290,2,1
RIZ5,SPBFUT,2015-10-28T10-0-28.706,1446015628,83270,1,1
RIZ5,SPBFUT,2015-10-28T10-0-29.196,1446015629,83330,2,1
RIZ5,SPBFUT,2015-10-28T10-0-29.631,1446015629,83350,2,1
RIZ5,SPBFUT,2015-10-28T10-0-29.849,1446015629,83260,1,2
RIZ5,SPBFUT,2015-10-28T10-0-31.14,1446015631,83290,2,1
RIZ5,SPBFUT,2015-10-28T10-0-31.14,1446015631,83350,2,3
RIZ5,SPBFUT,2015-10-28T10-0-31.14,1446015631,83350,2,1
RIZ5,SPBFUT,2015-10-28T10-0-31.14,1446015631,83350,2,6
RIZ5,SPBFUT,2015-10-28T10-0-31.14,1446015631,83350,2,1
RIZ5,SPBFUT,2015-10-28T10-0-34.072,1446015634,83270,1,1
RIZ5,SPBFUT,2015-10-28T10-0-34.228,1446015634,83300,2,2
RIZ5,SPBFUT,2015-10-28T10-0-39.597,1446015639,83320,1,11
RIZ5,SPBFUT,2015-10-28T10-0-39.761,1446015639,83320,1,1
RIZ5,SPBFUT,2015-10-28T10-0-45.999,1446015645,83250,1,1
RIZ5,SPBFUT,2015-10-28T10-0-49.365,1446015649,83340,2,1
RIZ5,SPBFUT,2015-10-28T10-0-49.365,1446015649,83350,2,1
RIZ5,SPBFUT,2015-10-28T10-0-55.884,1446015655,83320,2,2
RIZ5,SPBFUT,2015-10-28T10-0-56.65,1446015656,83310,2,1
RIZ5,SPBFUT,2015-10-28T10-1-1.145,1446015661,83280,1,1
RIZ5,SPBFUT,2015-10-28T10-1-1.145,1446015661,83280,1,1
RIZ5,SPBFUT,2015-10-28T10-1-1.467,1446015661,83330,2,4
RIZ5,SPBFUT,2015-10-28T10-1-1.467,1446015661,83330,2,1
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83270,1,2
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83270,1,1
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83250,1,1
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83240,1,1
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83210,1,16
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83170,1,1
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83170,1,1
RIZ5,SPBFUT,2015-10-28T10-1-2.049,1446015662,83160,1,8
